rat_id,study_day,condition,treatment,trial_num,state,num_bouts,total_duration
9,4,OD,4,4,tonic,15,521.872
1,4,CON,4,3,phasic,5,9.434
1,4,CON,4,3,tonic,12,268.566
4,2,HC,4,5.3,phasic,0,0.0
4,2,HC,4,5.3,tonic,1,15.0
4,3,CON,3,5.1,phasic,12,22.176
4,3,CON,3,5.1,tonic,20,427.824
1,3,HC,4,4,phasic,2,5.618
1,3,HC,4,4,tonic,5,177.382
8,2,OR,3,2,phasic,1,2.336
8,2,OR,3,2,tonic,2,68.664
6,10,OD,4,5.4,phasic,0,0.0
6,10,OD,4,5.4,tonic,3,69.0
4,6,OR,3,3,phasic,8,16.112
4,6,OR,3,3,tonic,19,404.888
7,3,CON,3,3,phasic,2,5.232
7,3,CON,3,3,tonic,5,194.768
8,2,OR,3,3,phasic,5,11.124
8,2,OR,3,3,tonic,8,265.876
3,5,CON,3,1,phasic,1,0.304
3,5,CON,3,1,tonic,3,98.698
3,6,OD,1,5.3,phasic,4,3.982
3,6,OD,1,5.3,tonic,10,229.018
1,5,OR-N,4,5.3,phasic,8,15.196
1,5,OR-N,4,5.3,tonic,12,350.804
9,2,CON,4,5.4,phasic,0,0.0
9,2,CON,4,5.4,tonic,1,10.0
5,2,OR,0,5.2,phasic,3,4.43
5,2,OR,0,5.2,tonic,4,181.57
4,5,HC,0,5.3,phasic,3,4.928
4,5,HC,0,5.3,tonic,6,129.072
6,10,OD,4,5.3,phasic,13,26.484
6,10,OD,4,5.3,tonic,19,584.516
4,8,HC,1,5.3,phasic,4,11.606
4,8,HC,1,5.3,tonic,8,291.394
4,9,HC,0,5.3,phasic,2,2.128
4,9,HC,0,5.3,tonic,3,75.872
1,5,OR-N,4,5.1,phasic,1,1.854
1,5,OR-N,4,5.1,tonic,3,60.146
9,3,HC,4,1,phasic,6,16.648
9,3,HC,4,1,tonic,9,283.354
1,2,OR,4,5.1,phasic,1,3.074
1,2,OR,4,5.1,tonic,2,65.926
9,4,OD,4,5.3,phasic,8,16.774
9,4,OD,4,5.3,tonic,10,315.226
5,6,HC,1,5.3,phasic,5,7.058
5,6,HC,1,5.3,tonic,7,131.942
4,4,OD,1,5.3,phasic,11,20.012
4,4,OD,1,5.3,tonic,16,431.988
3,16,OR,1,5.2,phasic,3,3.84
3,16,OR,1,5.2,tonic,5,86.16
7,3,CON,3,4,phasic,9,14.154
7,3,CON,3,4,tonic,12,409.846
4,3,CON,3,5.4,phasic,3,8.186
4,3,CON,3,5.4,tonic,7,139.814
4,1,CON,4,3,phasic,13,27.32
4,1,CON,4,3,tonic,18,453.68
6,5,OR,4,3,phasic,6,8.564
6,5,OR,4,3,tonic,8,180.436
1,1,OD,4,5.4,phasic,8,13.052
1,1,OD,4,5.4,tonic,10,371.948
2,2,OR,2,3,phasic,4,9.448
2,2,OR,2,3,tonic,7,209.552
7,3,CON,3,5.4,phasic,1,1.116
7,3,CON,3,5.4,tonic,3,45.884
2,1,OD,2,5.4,phasic,0,0.0
2,1,OD,2,5.4,tonic,1,7.0
7,5,OD,3,5.2,phasic,9,18.338
7,5,OD,3,5.2,tonic,14,367.664
11,1,CON,4,1,phasic,1,1.024
11,1,CON,4,1,tonic,4,51.976
3,7,HC,1,3,phasic,2,3.848
3,7,HC,1,3,tonic,4,147.152
9,1,HC,2,2,phasic,3,3.094
9,1,HC,2,2,tonic,5,88.906
4,2,HC,0,3,phasic,0,0.0
4,2,HC,0,3,tonic,1,18.0
5,2,OR,0,2,phasic,3,4.34
5,2,OR,0,2,tonic,5,122.66
3,1,OR,4,5.1,phasic,1,1.796
3,1,OR,4,5.1,tonic,3,60.204
5,8,HC,0,5.1,phasic,7,7.952
5,8,HC,0,5.1,tonic,12,473.048
3,3,HC,4,5.3,phasic,5,11.056
3,3,HC,4,5.3,tonic,8,271.946
6,4,OD,2,5.4,phasic,2,3.526
6,4,OD,2,5.4,tonic,4,74.474
4,5,OD,3,2,phasic,6,10.69
4,5,OD,3,2,tonic,16,429.31
11,2,OD,4,5.1,phasic,3,7.77
11,2,OD,4,5.1,tonic,5,168.23
6,7,OR-N,4,4,phasic,2,5.844
6,7,OR-N,4,4,tonic,5,99.156
1,3,OR,2,5.2,phasic,1,2.45
1,3,OR,2,5.2,tonic,4,76.55
3,1,OR,4,5.2,phasic,10,18.488
3,1,OR,4,5.2,tonic,16,359.512
4,1,OR,0,5.3,phasic,3,5.776
4,1,OR,0,5.3,tonic,5,133.224
6,2,OD,4,5.4,phasic,3,6.676
6,2,OD,4,5.4,tonic,4,183.324
4,17,HC,0,5.4,phasic,3,5.966
4,17,HC,0,5.4,tonic,4,79.034
3,6,HC,4,5.4,phasic,9,14.76
3,6,HC,4,5.4,tonic,13,223.24
13,1,CON,4,1,phasic,0,0.0
13,1,CON,4,1,tonic,1,10.0
6,3,CON,2,4,phasic,2,4.626
6,3,CON,2,4,tonic,4,114.374
5,6,HC,1,3,phasic,3,7.182
5,6,HC,1,3,tonic,5,117.818
3,4,OD,4,4,phasic,9,12.786
3,4,OD,4,4,tonic,12,337.214
6,5,OR,4,4,phasic,8,16.492
6,5,OR,4,4,tonic,11,296.508
9,10,OR,4,5.3,phasic,6,11.398
9,10,OR,4,5.3,tonic,11,288.602
3,1,OR,1,5.4,phasic,1,1.676
3,1,OR,1,5.4,tonic,2,33.324
4,3,OR,4,4,phasic,9,21.29
4,3,OR,4,4,tonic,13,430.71
11,4,OR,4,4,phasic,10,20.576
11,4,OR,4,4,tonic,13,391.424
2,2,OR,2,4,phasic,6,10.344
2,2,OR,2,4,tonic,11,200.656
3,5,HC,0,5.4,phasic,1,1.046
3,5,HC,0,5.4,tonic,4,177.954
5,7,HC,1,5.4,phasic,3,4.406
5,7,HC,1,5.4,tonic,4,111.594
8,4,CON,3,5.1,phasic,9,15.496
8,4,CON,3,5.1,tonic,14,440.504
13,2,HC,4,5.3,phasic,3,6.004
13,2,HC,4,5.3,tonic,6,201.996
3,2,HC,0,3,phasic,3,4.47
3,2,HC,0,3,tonic,4,114.53
1,4,CON,4,4,phasic,4,7.802
1,4,CON,4,4,tonic,6,135.198
9,16,OR-N,4,1,phasic,3,3.886
9,16,OR-N,4,1,tonic,4,103.114
11,3,HC,4,5.3,phasic,5,14.552
11,3,HC,4,5.3,tonic,10,411.448
4,2,HC,0,5.1,phasic,3,8.008
4,2,HC,0,5.1,tonic,4,109.992
5,4,HC,0,5.2,phasic,12,22.604
5,4,HC,0,5.2,tonic,16,426.396
4,6,OR,3,5.1,phasic,4,7.318
4,6,OR,3,5.1,tonic,11,237.682
3,5,CON,3,3,phasic,11,22.422
3,5,CON,3,3,tonic,16,397.578
9,4,CON,2,5.1,phasic,11,22.914
9,4,CON,2,5.1,tonic,16,412.086
4,3,OR,4,5.4,phasic,4,8.202
4,3,OR,4,5.4,tonic,8,227.798
9,3,OR,2,2,phasic,7,9.454
9,3,OR,2,2,tonic,9,181.546
2,1,OD,2,5.3,phasic,1,0.912
2,1,OD,2,5.3,tonic,3,89.088
8,6,OD,3,2,phasic,3,3.344
8,6,OD,3,2,tonic,8,167.656
7,3,CON,3,5.2,phasic,5,13.51
7,3,CON,3,5.2,tonic,8,253.49
5,1,OR,1,5.2,phasic,2,3.874
5,1,OR,1,5.2,tonic,4,128.126
3,2,CON,4,5.3,phasic,13,25.686
3,2,CON,4,5.3,tonic,17,440.314
9,1,HC,2,5.2,phasic,2,5.278
9,1,HC,2,5.2,tonic,5,102.722
4,4,HC,3,5.4,phasic,4,4.844
4,4,HC,3,5.4,tonic,9,202.156
1,2,OR,4,5.3,phasic,7,12.708
1,2,OR,4,5.3,tonic,12,377.294
9,3,HC,4,5.2,phasic,6,8.154
9,3,HC,4,5.2,tonic,10,147.846
4,6,OD,4,2,phasic,5,11.368
4,6,OD,4,2,tonic,8,229.634
11,2,OD,4,3,phasic,7,15.684
11,2,OD,4,3,tonic,13,400.316
3,9,HC,1,5.1,phasic,1,1.92
3,9,HC,1,5.1,tonic,6,117.08
8,6,OD,3,4,phasic,7,13.522
8,6,OD,3,4,tonic,9,258.478
13,11,OR-N,4,3,phasic,12,17.792
13,11,OR-N,4,3,tonic,15,335.208
4,9,HC,0,5.2,phasic,5,9.054
4,9,HC,0,5.2,tonic,8,212.946
4,17,HC,0,5.1,phasic,7,16.502
4,17,HC,0,5.1,tonic,10,311.498
6,6,HC,4,5.2,phasic,7,20.522
6,6,HC,4,5.2,tonic,12,379.478
3,5,HC,0,5.2,phasic,2,1.98
3,5,HC,0,5.2,tonic,5,181.02
3,3,HC,4,4,phasic,0,0.0
3,3,HC,4,4,tonic,2,12.0
6,7,OR-N,4,5.2,phasic,5,12.48
6,7,OR-N,4,5.2,tonic,6,205.52
1,5,OR-N,4,5.2,phasic,11,20.03
1,5,OR-N,4,5.2,tonic,17,460.97
9,2,CON,4,4,phasic,2,4.084
9,2,CON,4,4,tonic,11,396.916
6,1,HC,2,5.1,phasic,13,22.642
6,1,HC,2,5.1,tonic,18,462.358
9,1,HC,2,3,phasic,14,30.104
9,1,HC,2,3,tonic,19,515.896
8,6,OD,3,1,phasic,0,0.0
8,6,OD,3,1,tonic,1,36.0
8,2,OR,3,5.3,phasic,11,20.684
8,2,OR,3,5.3,tonic,15,417.316
4,4,HC,3,1,phasic,4,9.548
4,4,HC,3,1,tonic,11,251.452
1,1,CON,2,2,phasic,0,0.0
1,1,CON,2,2,tonic,1,7.0
5,2,OR,0,3,phasic,4,5.514
5,2,OR,0,3,tonic,7,182.486
3,3,OR,0,2,phasic,0,0.0
3,3,OR,0,2,tonic,1,68.0
9,3,OR,2,5.1,phasic,4,5.14
9,3,OR,2,5.1,tonic,9,229.86
1,5,OR-N,4,5.4,phasic,2,4.1
1,5,OR-N,4,5.4,tonic,5,268.9
5,8,HC,0,5.3,phasic,3,8.7
5,8,HC,0,5.3,tonic,9,275.3
9,10,OR,4,3,phasic,8,12.908
9,10,OR,4,3,tonic,12,314.092
2,4,HC,2,1,phasic,5,9.844
2,4,HC,2,1,tonic,9,250.156
6,3,CON,2,5.2,phasic,8,14.658
6,3,CON,2,5.2,tonic,15,349.342
11,4,OR,4,2,phasic,3,6.776
11,4,OR,4,2,tonic,6,224.224
8,1,HC,3,3,phasic,4,5.62
8,1,HC,3,3,tonic,7,289.38
3,4,OD,0,4,phasic,3,5.164
3,4,OD,0,4,tonic,6,129.836
3,7,HC,1,5.2,phasic,1,2.962
3,7,HC,1,5.2,tonic,2,90.038
4,3,CON,3,2,phasic,10,15.74
4,3,CON,3,2,tonic,16,286.262
3,1,OD,3,5.2,phasic,0,0.0
3,1,OD,3,5.2,tonic,3,50.0
3,16,OR,1,5.3,phasic,0,0.0
3,16,OR,1,5.3,tonic,1,113.0
11,3,HC,4,5.4,phasic,3,8.828
11,3,HC,4,5.4,tonic,5,160.172
9,1,HC,2,4,phasic,5,8.336
9,1,HC,2,4,tonic,8,289.664
6,1,HC,2,3,phasic,13,26.258
6,1,HC,2,3,tonic,17,524.742
7,3,CON,3,5.3,phasic,4,7.642
7,3,CON,3,5.3,tonic,6,201.358
4,6,OD,4,3,phasic,5,11.158
4,6,OD,4,3,tonic,8,260.842
4,3,CON,3,5.3,phasic,4,6.9
4,3,CON,3,5.3,tonic,10,161.1
6,1,HC,4,1,phasic,6,10.824
6,1,HC,4,1,tonic,9,266.176
9,3,HC,4,4,phasic,2,2.432
9,3,HC,4,4,tonic,3,108.568
1,1,OD,4,5.2,phasic,8,16.908
1,1,OD,4,5.2,tonic,12,431.092
4,3,CON,3,5.2,phasic,11,16.862
4,3,CON,3,5.2,tonic,19,412.138
5,4,HC,0,5.4,phasic,3,5.122
5,4,HC,0,5.4,tonic,5,138.878
5,17,HC,1,5.3,phasic,7,13.684
5,17,HC,1,5.3,tonic,10,198.316
6,4,OD,2,5.2,phasic,5,10.448
6,4,OD,2,5.2,tonic,10,238.552
2,1,OD,2,4,phasic,4,7.648
2,1,OD,2,4,tonic,8,212.352
6,6,HC,4,5.4,phasic,9,17.352
6,6,HC,4,5.4,tonic,12,321.648
2,1,OD,2,3,phasic,2,2.036
2,1,OD,2,3,tonic,3,86.964
4,3,OR,4,5.3,phasic,15,29.332
4,3,OR,4,5.3,tonic,23,524.668
8,4,CON,3,5.2,phasic,1,1.906
8,4,CON,3,5.2,tonic,2,57.094
6,5,OR,4,2,phasic,2,4.318
6,5,OR,4,2,tonic,3,65.682
13,3,OR,4,5.3,phasic,4,6.084
13,3,OR,4,5.3,tonic,5,125.916
11,1,CON,4,5.4,phasic,6,17.382
11,1,CON,4,5.4,tonic,12,384.618
3,4,OD,0,5.1,phasic,4,10.286
3,4,OD,0,5.1,tonic,8,220.716
3,5,CON,3,4,phasic,10,22.86
3,5,CON,3,4,tonic,14,367.14
8,1,HC,3,5.1,phasic,5,9.056
8,1,HC,3,5.1,tonic,7,154.944
8,2,OR,3,5.2,phasic,4,5.992
8,2,OR,3,5.2,tonic,8,310.008
6,3,HC,4,5.3,phasic,5,10.694
6,3,HC,4,5.3,tonic,7,205.306
9,4,OD,4,2,phasic,5,10.946
9,4,OD,4,2,tonic,9,243.054
9,10,OR,4,5.4,phasic,9,20.878
9,10,OR,4,5.4,tonic,13,361.122
6,3,HC,4,2,phasic,8,14.566
6,3,HC,4,2,tonic,10,276.434
4,1,CON,4,4,phasic,10,21.342
4,1,CON,4,4,tonic,14,333.658
3,17,HC,0,5.3,phasic,3,7.044
3,17,HC,0,5.3,tonic,6,213.956
1,3,HC,4,2,phasic,5,8.508
1,3,HC,4,2,tonic,8,135.492
3,7,HC,1,2,phasic,2,2.688
3,7,HC,1,2,tonic,3,86.312
3,9,HC,1,3,phasic,1,1.74
3,9,HC,1,3,tonic,2,88.26
1,3,OR,2,1,phasic,4,7.732
1,3,OR,2,1,tonic,8,144.268
2,4,HC,2,3,phasic,1,1.088
2,4,HC,2,3,tonic,3,94.912
6,3,CON,2,3,phasic,3,4.614
6,3,CON,2,3,tonic,4,149.386
1,3,OR,2,3,phasic,4,10.632
1,3,OR,2,3,tonic,8,202.368
13,2,HC,4,3,phasic,6,14.468
13,2,HC,4,3,tonic,9,268.532
4,1,CON,4,5.4,phasic,1,1.206
4,1,CON,4,5.4,tonic,3,95.794
3,4,OD,4,1,phasic,1,1.944
3,4,OD,4,1,tonic,2,32.056
4,3,CON,3,3,phasic,11,18.746
4,3,CON,3,3,tonic,18,311.254
3,14,HC,3,4,phasic,5,9.468
3,14,HC,3,4,tonic,7,145.532
5,8,HC,0,5.4,phasic,3,2.798
5,8,HC,0,5.4,tonic,3,95.204
5,16,OR,1,5.2,phasic,7,8.442
5,16,OR,1,5.2,tonic,9,245.558
7,1,HC,3,5.3,phasic,1,2.412
7,1,HC,3,5.3,tonic,2,65.588
1,2,OR,4,2,phasic,1,1.424
1,2,OR,4,2,tonic,5,29.576
6,7,OR-N,4,5.1,phasic,2,3.002
6,7,OR-N,4,5.1,tonic,3,165.998
3,5,HC,0,5.3,phasic,6,9.264
3,5,HC,0,5.3,tonic,9,335.736
9,16,OR-N,4,5.3,phasic,6,16.03
9,16,OR-N,4,5.3,tonic,13,355.97
1,3,HC,4,5.2,phasic,6,7.634
1,3,HC,4,5.2,tonic,11,290.366
13,3,OR,4,3,phasic,7,19.922
13,3,OR,4,3,tonic,13,395.078
1,3,HC,4,1,phasic,1,2.178
1,3,HC,4,1,tonic,2,67.822
3,1,OR,4,4,phasic,1,1.992
3,1,OR,4,4,tonic,2,71.008
13,11,OR-N,4,5.3,phasic,12,27.11
13,11,OR-N,4,5.3,tonic,18,497.89
1,1,CON,2,4,phasic,5,8.68
1,1,CON,2,4,tonic,10,205.32
3,1,OD,3,5.4,phasic,8,14.638
3,1,OD,3,5.4,tonic,16,321.362
4,3,OR,4,5.1,phasic,12,22.112
4,3,OR,4,5.1,tonic,19,580.888
5,7,HC,1,5.2,phasic,1,1.138
5,7,HC,1,5.2,tonic,5,210.862
4,2,HC,4,4,phasic,4,9.618
4,2,HC,4,4,tonic,7,181.382
6,4,CON,4,5.3,phasic,8,20.56
6,4,CON,4,5.3,tonic,12,297.44
9,16,OR-N,4,3,phasic,6,9.392
9,16,OR-N,4,3,tonic,9,237.608
11,3,HC,4,5.1,phasic,7,13.908
11,3,HC,4,5.1,tonic,10,279.092
4,16,OR,0,5.2,phasic,5,13.684
4,16,OR,0,5.2,tonic,9,247.316
9,4,OD,4,1,phasic,0,0.0
9,4,OD,4,1,tonic,1,18.0
4,4,HC,3,5.1,phasic,1,1.036
4,4,HC,3,5.1,tonic,4,85.964
4,3,OR,1,3,phasic,5,13.384
4,3,OR,1,3,tonic,7,265.616
6,7,OR-N,4,3,phasic,12,21.004
6,7,OR-N,4,3,tonic,17,387.996
6,7,OR-N,4,2,phasic,3,5.498
6,7,OR-N,4,2,tonic,5,96.502
6,3,CON,2,5.1,phasic,5,9.906
6,3,CON,2,5.1,tonic,10,216.094
6,1,HC,4,5.4,phasic,0,0.0
6,1,HC,4,5.4,tonic,1,7.0
4,2,HC,0,1,phasic,0,0.0
4,2,HC,0,1,tonic,1,57.0
3,16,OR,1,4,phasic,1,4.018
3,16,OR,1,4,tonic,2,89.982
9,10,OR,4,1,phasic,7,9.694
9,10,OR,4,1,tonic,10,188.306
4,7,HC,1,5.3,phasic,11,16.61
4,7,HC,1,5.3,tonic,15,278.39
3,4,OD,0,5.2,phasic,8,15.408
3,4,OD,0,5.2,tonic,13,359.592
9,10,OR,4,5.1,phasic,8,17.224
9,10,OR,4,5.1,tonic,14,427.776
7,5,OD,3,5.1,phasic,3,4.986
7,5,OD,3,5.1,tonic,6,120.014
11,1,CON,4,5.1,phasic,7,10.192
11,1,CON,4,5.1,tonic,13,390.808
6,1,HC,4,5.1,phasic,7,17.25
6,1,HC,4,5.1,tonic,11,291.75
4,6,OD,4,1,phasic,2,3.876
4,6,OD,4,1,tonic,3,103.124
6,3,HC,4,4,phasic,5,14.586
6,3,HC,4,4,tonic,9,320.416
13,11,OR-N,4,5.2,phasic,11,18.04
13,11,OR-N,4,5.2,tonic,14,307.96
7,1,HC,3,4,phasic,9,16.742
7,1,HC,3,4,tonic,12,334.258
11,4,OR,4,1,phasic,0,0.0
11,4,OR,4,1,tonic,1,47.0
4,6,OD,0,4,phasic,3,6.84
4,6,OD,0,4,tonic,6,124.16
9,2,CON,4,1,phasic,2,5.38
9,2,CON,4,1,tonic,5,164.62
5,16,OR,1,4,phasic,3,4.17
5,16,OR,1,4,tonic,4,85.83
3,5,CON,3,5.2,phasic,7,19.124
3,5,CON,3,5.2,tonic,12,356.876
4,5,HC,0,2,phasic,3,5.17
4,5,HC,0,2,tonic,4,96.83
6,10,OD,4,2,phasic,3,6.266
6,10,OD,4,2,tonic,6,164.734
4,4,HC,3,5.3,phasic,11,23.38
4,4,HC,3,5.3,tonic,20,550.62
4,6,OR,3,4,phasic,2,4.694
4,6,OR,3,4,tonic,4,105.306
4,8,HC,1,5.1,phasic,7,12.928
4,8,HC,1,5.1,tonic,10,223.072
8,4,CON,3,3,phasic,5,8.676
8,4,CON,3,3,tonic,8,187.324
5,4,HC,0,4,phasic,4,9.442
5,4,HC,0,4,tonic,8,233.558
1,1,OD,4,3,phasic,14,30.832
1,1,OD,4,3,tonic,19,548.168
1,3,OR,2,4,phasic,7,17.482
1,3,OR,2,4,tonic,12,288.518
5,14,OR,0,5.1,phasic,3,3.828
5,14,OR,0,5.1,tonic,4,67.172
8,2,OR,3,4,phasic,7,15.432
8,2,OR,3,4,tonic,12,330.568
8,4,CON,3,5.4,phasic,3,6.424
8,4,CON,3,5.4,tonic,6,165.576
13,2,HC,4,2,phasic,6,15.6
13,2,HC,4,2,tonic,9,236.4
6,10,OD,4,3,phasic,1,3.458
6,10,OD,4,3,tonic,3,169.542
7,1,HC,3,5.1,phasic,3,3.61
7,1,HC,3,5.1,tonic,6,159.39
3,5,CON,3,5.1,phasic,5,10.192
3,5,CON,3,5.1,tonic,11,310.808
9,3,OR,2,5.2,phasic,5,8.07
9,3,OR,2,5.2,tonic,7,167.93
5,1,OR,1,5.1,phasic,6,9.234
5,1,OR,1,5.1,tonic,9,172.766
11,3,HC,4,2,phasic,11,22.48
11,3,HC,4,2,tonic,17,522.52
6,1,HC,4,2,phasic,6,10.952
6,1,HC,4,2,tonic,10,181.048
13,11,OR-N,4,4,phasic,4,11.202
13,11,OR-N,4,4,tonic,7,244.798
5,2,OR,0,4,phasic,2,5.308
5,2,OR,0,4,tonic,4,114.692
3,5,OR-N,4,5.3,phasic,5,11.266
3,5,OR-N,4,5.3,tonic,9,317.734
13,11,OR-N,4,1,phasic,2,4.394
13,11,OR-N,4,1,tonic,3,141.606
2,3,CON,2,4,phasic,1,1.27
2,3,CON,2,4,tonic,2,31.73
6,2,OR,2,5.1,phasic,6,12.17
6,2,OR,2,5.1,tonic,9,202.83
1,2,OD,2,1,phasic,2,4.474
1,2,OD,2,1,tonic,4,104.526
4,6,OD,0,5.2,phasic,8,17.234
4,6,OD,0,5.2,tonic,12,305.766
3,5,HC,0,1,phasic,0,0.0
3,5,HC,0,1,tonic,1,45.0
5,5,OD,1,3,phasic,4,4.884
5,5,OD,1,3,tonic,7,192.118
3,8,HC,0,5.3,phasic,12,20.562
3,8,HC,0,5.3,tonic,16,508.44
11,3,HC,4,3,phasic,10,15.024
11,3,HC,4,3,tonic,18,692.978
9,1,HC,2,5.1,phasic,3,4.966
9,1,HC,2,5.1,tonic,6,136.034
3,6,OD,1,2,phasic,0,0.0
3,6,OD,1,2,tonic,1,92.0
6,1,HC,4,5.2,phasic,2,3.97
6,1,HC,4,5.2,tonic,3,70.03
11,1,CON,4,4,phasic,9,17.994
11,1,CON,4,4,tonic,14,312.006
6,6,HC,4,5.3,phasic,12,22.012
6,6,HC,4,5.3,tonic,19,479.988
6,2,OR,2,5.2,phasic,7,16.614
6,2,OR,2,5.2,tonic,10,367.386
5,7,HC,1,3,phasic,7,13.748
5,7,HC,1,3,tonic,9,446.252
3,16,OR,1,5.1,phasic,3,5.744
3,16,OR,1,5.1,tonic,7,231.256
4,8,HC,1,4,phasic,7,12.346
4,8,HC,1,4,tonic,9,196.654
4,4,OR-N,4,5.1,phasic,5,8.98
4,4,OR-N,4,5.1,tonic,7,244.02
2,3,CON,2,2,phasic,8,11.938
2,3,CON,2,2,tonic,16,209.062
1,1,OD,4,4,phasic,6,11.45
1,1,OD,4,4,tonic,8,385.55
3,8,HC,0,3,phasic,3,4.152
3,8,HC,0,3,tonic,6,158.848
9,2,CON,4,5.3,phasic,0,0.0
9,2,CON,4,5.3,tonic,3,89.0
2,1,OD,2,5.2,phasic,1,1.016
2,1,OD,2,5.2,tonic,2,60.984
6,4,CON,4,1,phasic,3,6.682
6,4,CON,4,1,tonic,4,128.318
11,4,OR,4,5.1,phasic,10,19.252
11,4,OR,4,5.1,tonic,14,410.748
4,4,HC,3,2,phasic,11,19.47
4,4,HC,3,2,tonic,20,497.53
6,10,OD,4,5.2,phasic,3,4.598
6,10,OD,4,5.2,tonic,6,209.402
11,2,OD,4,5.2,phasic,5,7.936
11,2,OD,4,5.2,tonic,15,641.064
1,3,HC,4,5.3,phasic,10,16.988
1,3,HC,4,5.3,tonic,13,314.012
7,5,OD,3,5.4,phasic,4,6.788
7,5,OD,3,5.4,tonic,7,207.212
6,4,CON,4,2,phasic,4,7.194
6,4,CON,4,2,tonic,6,196.806
3,2,HC,0,5.1,phasic,5,7.176
3,2,HC,0,5.1,tonic,6,147.824
1,1,OD,4,1,phasic,6,7.554
1,1,OD,4,1,tonic,8,174.446
3,3,OR,3,5.1,phasic,0,0.0
3,3,OR,3,5.1,tonic,1,4.0
9,3,OR,2,3,phasic,8,20.712
9,3,OR,2,3,tonic,13,410.288
6,6,HC,4,2,phasic,13,29.424
6,6,HC,4,2,tonic,22,571.576
13,2,HC,4,4,phasic,2,5.592
13,2,HC,4,4,tonic,4,142.408
13,2,HC,4,5.1,phasic,2,4.412
13,2,HC,4,5.1,tonic,3,84.588
5,16,OR,1,5.3,phasic,1,2.042
5,16,OR,1,5.3,tonic,2,115.958
5,5,OD,1,5.4,phasic,1,0.908
5,5,OD,1,5.4,tonic,3,39.092
5,8,HC,0,3,phasic,4,9.028
5,8,HC,0,3,tonic,6,191.972
11,2,OD,4,5.3,phasic,4,4.92
11,2,OD,4,5.3,tonic,7,115.08
8,4,CON,3,1,phasic,0,0.0
8,4,CON,3,1,tonic,1,22.0
6,6,HC,4,3,phasic,9,18.29
6,6,HC,4,3,tonic,18,441.71
6,2,OD,4,4,phasic,9,18.856
6,2,OD,4,4,tonic,15,406.144
5,4,HC,0,5.1,phasic,9,17.058
5,4,HC,0,5.1,tonic,14,401.942
3,3,OR,3,3,phasic,1,1.114
3,3,OR,3,3,tonic,2,91.886
2,3,CON,2,1,phasic,2,2.73
2,3,CON,2,1,tonic,6,145.27
4,7,HC,1,4,phasic,2,5.254
4,7,HC,1,4,tonic,3,118.746
4,4,OD,1,5.2,phasic,12,30.82
4,4,OD,1,5.2,tonic,17,507.18
3,3,HC,4,5.4,phasic,3,5.768
3,3,HC,4,5.4,tonic,5,135.232
3,4,OD,4,3,phasic,9,17.18
3,4,OD,4,3,tonic,12,394.82
11,4,OR,4,5.3,phasic,7,12.966
11,4,OR,4,5.3,tonic,12,329.034
1,2,OR,4,5.4,phasic,4,4.626
1,2,OR,4,5.4,tonic,5,1184.374
3,17,HC,0,3,phasic,2,3.748
3,17,HC,0,3,tonic,2,113.254
3,2,CON,4,5.2,phasic,6,15.26
3,2,CON,4,5.2,tonic,8,296.74
3,1,OR,1,4,phasic,1,1.24
3,1,OR,1,4,tonic,2,76.76
4,9,HC,0,5.1,phasic,3,6.776
4,9,HC,0,5.1,tonic,5,192.224
3,14,HC,3,5.2,phasic,2,4.286
3,14,HC,3,5.2,tonic,3,67.714
3,6,OD,1,5.2,phasic,7,14.448
3,6,OD,1,5.2,tonic,15,369.552
6,4,OD,2,5.1,phasic,4,7.94
6,4,OD,2,5.1,tonic,10,249.06
3,9,HC,1,5.2,phasic,6,6.914
3,9,HC,1,5.2,tonic,13,169.086
3,7,HC,1,5.3,phasic,3,7.102
3,7,HC,1,5.3,tonic,5,78.898
5,5,OD,1,5.3,phasic,4,6.412
5,5,OD,1,5.3,tonic,9,146.588
4,2,HC,0,5.2,phasic,0,0.0
4,2,HC,0,5.2,tonic,1,61.0
4,6,OR,3,2,phasic,9,17.502
4,6,OR,3,2,tonic,20,415.498
4,17,HC,0,5.3,phasic,6,14.97
4,17,HC,0,5.3,tonic,9,239.03
13,11,OR-N,4,5.1,phasic,3,6.672
13,11,OR-N,4,5.1,tonic,4,149.328
5,6,HC,1,5.1,phasic,2,3.398
5,6,HC,1,5.1,tonic,3,89.602
4,5,OD,3,5.2,phasic,7,11.956
4,5,OD,3,5.2,tonic,14,270.044
13,1,CON,4,5.1,phasic,2,3.938
13,1,CON,4,5.1,tonic,3,96.062
9,10,OR,4,5.2,phasic,5,9.116
9,10,OR,4,5.2,tonic,8,160.884
4,6,OD,0,5.3,phasic,2,1.962
4,6,OD,0,5.3,tonic,3,69.038
7,2,OR,3,4,phasic,4,5.346
7,2,OR,3,4,tonic,6,181.654
3,6,OD,1,4,phasic,4,6.088
3,6,OD,1,4,tonic,8,197.912
6,5,OR,4,5.4,phasic,14,30.578
6,5,OR,4,5.4,tonic,20,717.422
9,1,HC,2,5.3,phasic,3,6.544
9,1,HC,2,5.3,tonic,7,172.456
1,4,HC,2,2,phasic,4,7.624
1,4,HC,2,2,tonic,6,119.376
9,4,OD,4,5.4,phasic,8,15.898
9,4,OD,4,5.4,tonic,18,429.102
1,1,CON,2,5.3,phasic,3,7.302
1,1,CON,2,5.3,tonic,6,110.698
3,3,HC,4,5.1,phasic,2,3.268
